year,iso_code,country,economic_freedom,rank,quartile,gdp_growth
2008,HND,Honduras,7.28,43.0,2.0,"4,231864123"
2008,HKG,Hong Kong,9.19,1.0,1.0,"2,127912539"
2008,HUN,Hungary,7.2,52.0,2.0,"0,894151601"
2008,ISL,Iceland,7.34,39.0,2.0,"1,188063398"
2008,IND,India,6.47,92.0,3.0,"3,890957062"
2008,IDN,Indonesia,6.39,96.0,3.0,"6,013702503"
2008,IRN,Iran,6.06,110.0,4.0,"0,58"
2008,IRQ,Iraq,,,,"6,608864867"
2008,IRL,Ireland,7.87,11.0,1.0,"-2,160387639"
2008,ISR,Israel,7.2,52.0,2.0,"4,453579996"
2008,ITA,Italy,7.07,62.0,2.0,"-1,156231486"
2008,JAM,Jamaica,7.27,44.0,2.0,"-0,714065463"
2008,JPN,Japan,7.65,18.0,1.0,"-1,041636034"
2008,JOR,Jordan,7.17,55.0,2.0,"7,232408681"
2008,KAZ,Kazakhstan,7.04,63.0,2.0,"3,300000001"
2008,KEN,Kenya,6.77,75.0,3.0,"1,526948818"
2008,KOR,"Korea, South",7.46,32.0,1.0,"2,829214457"
2008,KWT,Kuwait,7.03,64.0,2.0,"2,479843886"
2008,KGZ,Kyrgyz Republic,6.82,72.0,3.0,"8,401616094"
2008,LAO,Laos,,,,"7,824902762"
2008,LVA,Latvia,7.52,28.0,1.0,"-4,243552667"
2008,LBN,Lebanon,,,,"9,098076674"
2008,LSO,Lesotho,6.07,107.0,4.0,"5,733467928"
2008,LBR,Liberia,,,,"10,53119282"
2008,LBY,Libya,,,,"3,8"
2008,LTU,Lithuania,7.44,33.0,1.0,"2,927448128"
2008,LUX,Luxembourg,7.62,20.0,1.0,"-0,734577419"
2008,MKD,Macedonia,6.83,70.0,2.0,"4,950012194"
2008,MDG,Madagascar,6.07,107.0,4.0,"7,128339112"
2008,MWI,Malawi,6.17,104.0,3.0,"8,33891151"
2008,MYS,Malaysia,6.61,86.0,3.0,"4,832105638"
2008,MLI,Mali,5.89,119.0,4.0,"4,978529163"
2008,MLT,Malta,7.59,22.0,1.0,"3,9"
2008,MRT,Mauritania,5.98,115.0,4.0,"3,517003842"
2008,MUS,Mauritius,7.96,9.0,1.0,"5,512000844"
2008,MEX,Mexico,6.66,85.0,3.0,"1,400290149"
2008,MDA,Moldova,6.91,67.0,2.0,"7,764846414"
2008,MNG,Mongolia,6.73,80.0,3.0,"8,900367949"
2008,MNE,Montenegro,7.19,54.0,2.0,"6,9"
2008,MAR,Morocco,6.22,100.0,3.0,"5,587056082"
2008,MOZ,Mozambique,5.67,124.0,4.0,"6,829619074"
2008,MMR,Myanmar,3.86,141.0,4.0,
2008,NAM,Namibia,6.83,70.0,2.0,"3,845877447"
2008,NPL,Nepal,6.03,111.0,4.0,"6,104639142"
2008,NLD,Netherlands,7.58,24.0,1.0,"1,80405877"
2008,NZL,New Zealand,8.4,3.0,1.0,"-1,867951005"
2008,NIC,Nicaragua,7.12,58.0,2.0,"2,851680739"
2008,NER,Niger,5.39,129.0,4.0,"9,587673209"
2008,NGA,Nigeria,6.03,111.0,4.0,"6,270263697"
2008,NOR,Norway,7.63,19.0,1.0,"0,067619366"
2008,OMN,Oman,7.08,61.0,2.0,"12,8"
2008,PAK,Pakistan,5.97,117.0,4.0,"1,701405465"
2008,PAN,Panama,7.24,46.0,2.0,"9,146904398"
2008,PNG,Pap. New Guinea,6.77,75.0,3.0,"6,7"
2008,PRY,Paraguay,6.5,91.0,3.0,"6,359122376"
2008,PER,Peru,7.5,29.0,1.0,"9,142805308"
2008,PHL,Philippines,6.72,81.0,3.0,"4,152757146"
2008,POL,Poland,7.0,66.0,2.0,"5,126549093"
2008,PRT,Portugal,7.21,48.0,2.0,"-0,008502358"
2008,QAT,Qatar,,,,"17,66303466"
2008,ROU,Romania,7.32,40.0,2.0,"7,861706579"
2008,RUS,Russia,6.52,90.0,3.0,"5,247953532"
2008,RWA,Rwanda,6.75,78.0,3.0,"11,18905647"
2008,SAU,Saudi Arabia,,,,"8,427180494"
2008,SEN,Senegal,5.87,121.0,4.0,"3,682524404"
2008,SRB,Serbia,6.55,89.0,3.0,"3,8"
2008,SYC,Seychelles,,,,"-2,140515242"
2008,SLE,Sierra Leone,5.98,115.0,4.0,"5,32467327"
2008,SGP,Singapore,8.92,2.0,1.0,"1,787620228"
2008,SVK,Slovak Rep,7.6,21.0,1.0,"5,750477564"
2008,SVN,Slovenia,7.01,65.0,2.0,"3,383290081"
2008,ZAF,South Africa,6.72,81.0,3.0,"3,622103"
2008,ESP,Spain,7.37,37.0,2.0,"0,891696521"
2008,LKA,Sri Lanka,6.26,99.0,3.0,"5,950088146"
2008,SDN,Sudan,,,,"3,004313502"
2008,SUR,Suriname,,,,"4,143406525"
2008,SWZ,Swaziland,,,,"2,357588887"
2008,SWE,Sweden,7.4,36.0,2.0,"-0,613416136"
2008,CHE,Switzerland,8.24,4.0,1.0,"2,164255988"
2008,SYR,Syria,5.62,126.0,4.0,
2008,TJK,Tajikistan,,,,"7,9"
2008,TZA,Tanzania,6.2,102.0,3.0,"7,436819664"
2008,THA,Thailand,6.8,74.0,3.0,"2,484300401"
2008,TLS,Timor-Leste,,,,"14,63414634"
2008,TGO,Togo,5.67,124.0,4.0,"2,225480228"
2008,TTO,Trinidad & Tob.,6.74,79.0,3.0,"3,392527316"
2008,TUN,Tunisia,6.68,84.0,3.0,"4,740581125"
2008,TUR,Turkey,6.86,68.0,2.0,"0,658838503"
2008,UGA,Uganda,7.21,48.0,2.0,"8,708751901"
2008,UKR,Ukraine,5.87,121.0,4.0,"2,3"
2008,ARE,Unit. Arab Em.,7.68,17.0,1.0,"3,191838657"
2008,GBR,United Kingdom,7.99,8.0,1.0,"-0,769483879"
2008,USA,United States,8.17,5.0,1.0,"-0,290385029"
2008,URY,Uruguay,7.12,58.0,2.0,"7,176144642"
2008,VEN,Venezuela,4.22,140.0,4.0,"5,277832743"
2008,VNM,Vietnam,6.19,103.0,3.0,"5,661771208"
2008,YEM,"Yemen, Rep.",,,,"4,014388869"
2008,ZMB,Zambia,7.15,57.0,2.0,"6,048161313"
2008,ZWE,Zimbabwe,4.55,138.0,4.0,"-17,66894629"
2007,ALB,Albania,7.21,53.0,2.0,"5,9"
2007,DZA,Algeria,5.36,131.0,4.0,"3,4"
2007,AGO,Angola,4.57,137.0,4.0,"22,59310611"
2007,ARG,Argentina,6.19,103.0,3.0,"8,002890991"
2007,ARM,Armenia,7.42,40.0,2.0,"13,74920196"
2007,AUS,Australia,8.18,6.0,1.0,"3,769035563"
2007,AUT,Austria,7.81,16.0,1.0,"3,705948764"
2007,AZE,Azerbaijan,6.11,111.0,4.0,"25,049"
2007,BHS,Bahamas,7.55,32.0,1.0,"1,446522215"
2007,BHR,Bahrain,7.52,36.0,2.0,"8,293992663"
2007,BGD,Bangladesh,6.06,113.0,4.0,"6,427842521"
2007,BLR,Belarus,,,,"8,647315659"
2007,BEL,Belgium,7.38,45.0,2.0,"2,883213342"
2007,BLZ,Belize,7.34,46.0,2.0,"1,195082317"
2007,BEN,Benin,6.14,108.0,4.0,"4,62639647"
2007,BTN,Bhutan,,,,"17,92582502"
2007,BOL,Bolivia,6.14,108.0,4.0,"4,564384483"
2007,BIH,Bosnia and Herzegovina,6.61,86.0,3.0,"6,838"
2007,BWA,Botswana,7.12,62.0,2.0,"8,682340647"
2007,BRA,Brazil,6.17,105.0,3.0,"6,095454977"
2007,BRN,Brunei Darussalam,,,,"0,15458146"
2007,BGR,Bulgaria,7.1,63.0,2.0,"6,4"
2007,BFA,Burkina Faso,5.99,115.0,4.0,"3,606206563"
2007,BDI,Burundi,5.46,129.0,4.0,"4,785831951"
2007,KHM,Cambodia,,,,"10,21257181"
2007,CMR,Cameroon,5.68,127.0,4.0,"2,840053518"
2007,CAN,Canada,8.09,8.0,1.0,"2,008311016"
2007,CPV,Cape Verde,,,,"15,17068806"
2007,CAF,Central Afr. Rep.,5.19,133.0,4.0,"8,122803427"
2007,TCD,Chad,4.97,135.0,4.0,"3,27149958"
2007,CHL,Chile,7.87,14.0,1.0,"5,1608256"
2007,CHN,China,6.28,100.0,3.0,"14,162395"
2007,COL,Colombia,6.66,84.0,3.0,"6,900627655"
2007,COD,"Congo, Dem. R.",5.18,134.0,4.0,"6,259477765"
2007,COG,"Congo, Rep. Of",4.53,138.0,4.0,"-1,582222752"
2007,CRI,Costa Rica,7.59,27.0,1.0,"7,935340515"
2007,CIV,Cote d'Ivoire,5.44,130.0,4.0,"1,714412159"
2007,HRV,Croatia,6.61,86.0,3.0,"5,059929351"
2007,CYP,Cyprus,7.77,18.0,1.0,"5,130542893"
2007,CZE,Czech Rep.,7.17,56.0,2.0,"5,735130734"
2007,DNK,Denmark,7.97,10.0,1.0,"1,583262086"
2007,DOM,Dominican Rep.,6.5,91.0,3.0,"8,474624778"
2007,ECU,Ecuador,5.83,124.0,4.0,"2,190063972"
2007,EGY,Egypt,6.59,88.0,3.0,"7,087827427"
2007,SLV,El Salvador,7.63,24.0,1.0,"3,839765177"
2007,EST,Estonia,7.85,15.0,1.0,"7,492203903"
2007,ETH,Ethiopia,5.74,126.0,4.0,"11,45601958"
2007,FJI,Fiji,7.2,54.0,2.0,"-0,850654455"
2007,FIN,Finland,7.91,12.0,1.0,"5,335225212"
2007,FRA,France,7.5,37.0,2.0,"2,285213009"
2007,GAB,Gabon,5.81,125.0,4.0,"5,553353887"
2007,GMB,"Gambia, The",,,,"3,631025832"
2007,GEO,Georgia,7.46,38.0,2.0,"12,344"
2007,DEU,Germany,7.58,29.0,1.0,"3,269045323"
2007,GHA,Ghana,6.88,72.0,3.0,"6,45973558"
2007,GRC,Greece,7.32,49.0,2.0,"3,536178426"
2007,GTM,Guatemala,7.34,46.0,2.0,"6,304072145"
2007,GIN,Guinea,,,,"1,757682351"
2007,GNB,Guinea-Bissau,4.78,136.0,4.0,"6,038822184"
2007,GUY,Guyana,6.2,102.0,3.0,"-3,640517324"
2007,HTI,Haiti,6.63,85.0,3.0,"3,343279015"
2007,HND,Honduras,7.39,43.0,2.0,"6,188252742"
2007,HKG,Hong Kong,9.16,1.0,1.0,"6,464845183"
2007,HUN,Hungary,7.15,57.0,2.0,"0,114699155"
2007,ISL,Iceland,7.93,11.0,1.0,"5,985000209"
2007,IND,India,6.52,90.0,3.0,"9,801360337"
2007,IDN,Indonesia,6.42,95.0,3.0,"6,345022245"
2007,IRN,Iran,6.02,114.0,4.0,"7,824788319"
2007,IRQ,Iraq,,,,"1,377598148"
2007,IRL,Ireland,8.01,9.0,1.0,"4,970189781"
2007,ISR,Israel,7.22,52.0,2.0,"6,921209996"
2007,ITA,Italy,7.15,57.0,2.0,"1,68306274"
2007,JAM,Jamaica,7.32,49.0,2.0,"1,4"
2007,JPN,Japan,7.78,17.0,1.0,"2,192186233"
2007,JOR,Jordan,7.4,41.0,2.0,"8,175718327"
2007,KAZ,Kazakhstan,7.15,57.0,2.0,"8,899999999"
2007,KEN,Kenya,7.1,63.0,2.0,"6,993285153"
2007,KOR,"Korea, South",7.68,21.0,1.0,"5,463406088"
2007,KWT,Kuwait,7.33,48.0,2.0,"5,991661314"
2007,KGZ,Kyrgyz Republic,7.01,67.0,2.0,"8,542874743"
2007,LAO,Laos,,,,"7,5968288"
2007,LVA,Latvia,7.59,27.0,1.0,"9,977611357"
2007,LBN,Lebanon,,,,"9,404086601"
2007,LSO,Lesotho,5.84,123.0,4.0,"4,733464842"
2007,LBR,Liberia,,,,"15,68803967"
2007,LBY,Libya,,,,6
2007,LTU,Lithuania,7.54,33.0,1.0,"9,83980195"
2007,LUX,Luxembourg,7.62,25.0,1.0,"6,588044176"
2007,MKD,Macedonia,6.72,82.0,3.0,"6,148866304"
2007,MDG,Madagascar,6.16,106.0,3.0,"6,240702359"
2007,MWI,Malawi,5.85,122.0,4.0,"9,491418408"
2007,MYS,Malaysia,6.88,72.0,3.0,"6,298426482"
2007,MLI,Mali,6.16,106.0,3.0,"4,298178176"
2007,MLT,Malta,7.74,19.0,1.0,"4,279227098"
2007,MRT,Mauritania,5.9,120.0,4.0,"1,614381982"
2007,MUS,Mauritius,7.89,13.0,1.0,"5,889475644"
2007,MEX,Mexico,6.78,79.0,3.0,"3,148225822"
2007,MDA,Moldova,6.79,78.0,3.0,"3,067943527"
2007,MNG,Mongolia,6.89,70.0,2.0,"10,24801636"
2007,MNE,Montenegro,7.04,66.0,2.0,"10,7"
2007,MAR,Morocco,6.21,101.0,3.0,"2,705774383"
2007,MOZ,Mozambique,5.61,128.0,4.0,"7,28200049"
2007,MMR,Myanmar,3.73,140.0,4.0,
2007,NAM,Namibia,6.95,68.0,2.0,"5,374044174"
2007,NPL,Nepal,6.18,104.0,3.0,"3,411560276"
2007,NLD,Netherlands,7.64,23.0,1.0,"3,920630405"
2007,NZL,New Zealand,8.39,4.0,1.0,"3,543136602"
2007,NIC,Nicaragua,7.29,51.0,2.0,"5,287703492"
2007,NER,Niger,5.25,132.0,4.0,"3,146570396"
2007,NGA,Nigeria,6.34,97.0,3.0,"6,828398348"
2007,NOR,Norway,7.73,20.0,1.0,"2,653026191"
2007,OMN,Oman,7.18,55.0,2.0,"6,8"
2007,PAK,Pakistan,6.09,112.0,4.0,"4,832817277"
2007,PAN,Panama,7.56,31.0,1.0,"12,11266127"
2007,PNG,Pap. New Guinea,6.7,83.0,3.0,"7,2"
2007,PRY,Paraguay,6.37,96.0,3.0,"5,421622751"
2007,PER,Peru,7.39,43.0,2.0,"8,518727215"
2007,PHL,Philippines,6.86,74.0,3.0,"6,616668504"
2007,POL,Poland,6.86,74.0,3.0,"6,785273261"
2007,PRT,Portugal,7.4,41.0,2.0,"2,365354225"
2007,QAT,Qatar,,,,"17,98521658"
2007,ROU,Romania,7.57,30.0,1.0,"6,259704903"
2007,RUS,Russia,6.45,93.0,3.0,"8,535080209"
2007,RWA,Rwanda,6.46,92.0,3.0,"7,625519064"
2007,SAU,Saudi Arabia,,,,"5,99228034"
2007,SEN,Senegal,5.91,119.0,4.0,"4,938485083"
2007,SRB,Serbia,6.77,80.0,3.0,"5,4"
2007,SYC,Seychelles,,,,"10,41767675"
2007,SLE,Sierra Leone,5.92,117.0,4.0,"8,042559431"
2007,SGP,Singapore,8.96,2.0,1.0,"9,111527148"
2007,SVK,Slovak Rep,7.6,26.0,1.0,"10,49393561"
2007,SVN,Slovenia,6.95,68.0,2.0,"6,960230428"
2007,ZAF,South Africa,6.89,70.0,2.0,"5,547756915"
2007,ESP,Spain,7.53,35.0,1.0,"3,479184656"
2007,LKA,Sri Lanka,6.43,94.0,3.0,"6,79682612"
2007,SDN,Sudan,,,,"11,51573402"
2007,SUR,Suriname,,,,"5,111487808"
2007,SWZ,Swaziland,,,,"3,503652042"
2007,SWE,Sweden,7.43,39.0,2.0,"3,314245356"
2007,CHE,Switzerland,8.43,3.0,1.0,"3,845718067"
2007,SYR,Syria,5.96,116.0,4.0,"5,7"
2007,TJK,Tajikistan,,,,"7,8"
2007,TZA,Tanzania,6.3,98.0,3.0,"7,148095587"
2007,THA,Thailand,6.83,77.0,3.0,"5,044316148"
2007,TLS,Timor-Leste,,,,"11,61650321"
2007,TGO,Togo,5.86,121.0,4.0,"2,290453889"
2007,TTO,Trinidad & Tob.,6.85,76.0,3.0,"4,753867923"
2007,TUN,Tunisia,6.75,81.0,3.0,"6,222109024"
2007,TUR,Turkey,6.54,89.0,3.0,"4,668579363"
2007,UGA,Uganda,7.14,60.0,2.0,"8,412425966"
2007,UKR,Ukraine,5.92,117.0,4.0,"7,900000768"
2007,ARE,Unit. Arab Em.,7.66,22.0,1.0,"3,184390174"
2007,GBR,United Kingdom,8.13,7.0,1.0,"3,427242116"
2007,USA,United States,8.29,5.0,1.0,"1,789917346"
2007,URY,Uruguay,7.08,65.0,2.0,"6,541510835"
2007,VEN,Venezuela,4.38,139.0,4.0,"8,753463385"
2007,VNM,Vietnam,6.3,98.0,3.0,"7,129504484"
2007,YEM,"Yemen, Rep.",,,,"3,338427947"
2007,ZMB,Zambia,7.13,61.0,2.0,"6,162810164"
2007,ZWE,Zimbabwe,3.21,141.0,4.0,"-3,653327761"
2006,ALB,Albania,7.14,54.0,2.0,5
2006,DZA,Algeria,5.68,124.0,4.0,"1,7"
2006,AGO,Angola,4.44,139.0,4.0,"20,7350198"
2006,ARG,Argentina,6.08,111.0,4.0,"8,363924352"
2006,ARM,Armenia,7.45,36.0,2.0,"13,19800351"
2006,AUS,Australia,8.14,7.0,1.0,"2,983896742"
2006,AUT,Austria,7.85,14.0,1.0,"3,669790293"
2006,AZE,Azerbaijan,6.1,108.0,4.0,"34,5"
2006,BHS,Bahamas,7.46,33.0,1.0,"2,516863841"
2006,BHR,Bahrain,7.35,42.0,2.0,"6,467045538"
2006,BGD,Bangladesh,6.18,103.0,3.0,"6,629337175"
2006,BLR,Belarus,,,,"9,997986694"
2006,BEL,Belgium,7.39,39.0,2.0,"2,666541916"
2006,BLZ,Belize,7.27,46.0,2.0,"4,697440177"
2006,BEN,Benin,6.28,102.0,3.0,"3,752154475"
2006,BTN,Bhutan,,,,"6,849365814"
2006,BOL,Bolivia,6.37,99.0,3.0,"4,797008739"
2006,BIH,Bosnia and Herzegovina,6.48,89.0,3.0,"6,2"
2006,BWA,Botswana,6.99,65.0,2.0,"7,959531191"
2006,BRA,Brazil,6.15,106.0,3.0,"3,955415269"
2006,BRN,Brunei Darussalam,,,,"4,397720432"
2006,BGR,Bulgaria,7.08,58.0,2.0,"6,5"
2006,BFA,Burkina Faso,5.84,120.0,4.0,"6,767809454"
2006,BDI,Burundi,5.53,129.0,4.0,"5,384657398"
2006,KHM,Cambodia,,,,"10,77108716"
2006,CMR,Cameroon,5.8,122.0,4.0,"3,222146585"
2006,CAN,Canada,8.13,8.0,1.0,"2,621781686"
2006,CPV,Cape Verde,,,,"7,983750395"
2006,CAF,Central Afr. Rep.,4.93,136.0,4.0,"7,600338264"
2006,TCD,Chad,5.17,133.0,4.0,"0,648262014"
2006,CHL,Chile,7.76,16.0,1.0,"4,40497269"
2006,CHN,China,6.16,104.0,3.0,"12,676534"
2006,COL,Colombia,6.51,88.0,3.0,"6,697515258"
2006,COD,"Congo, Dem. R.",5.08,134.0,4.0,"5,320979565"
2006,COG,"Congo, Rep. Of",4.63,138.0,4.0,"6,235997013"
2006,CRI,Costa Rica,7.76,16.0,1.0,"8,779640959"
2006,CIV,Cote d'Ivoire,5.5,130.0,4.0,"0,683970709"
2006,HRV,Croatia,6.54,85.0,3.0,"4,935239694"
2006,CYP,Cyprus,7.5,30.0,1.0,"4,125312851"
2006,CZE,Czech Rep.,7.03,61.0,2.0,"7,020380892"
2006,DNK,Denmark,7.97,11.0,1.0,"3,394710394"
2006,DOM,Dominican Rep.,6.43,91.0,3.0,"10,67115485"
2006,ECU,Ecuador,5.99,114.0,4.0,"4,403526434"
2006,EGY,Egypt,6.4,93.0,3.0,"6,843838194"
2006,SLV,El Salvador,7.57,28.0,1.0,"3,911948645"
2006,EST,Estonia,7.97,11.0,1.0,"10,0973433"
2006,ETH,Ethiopia,5.68,124.0,4.0,"10,83462701"
2006,FJI,Fiji,7.13,55.0,2.0,"1,852483331"
2006,FIN,Finland,7.88,13.0,1.0,"4,410592331"
2006,FRA,France,7.32,45.0,2.0,"2,466858885"
2006,GAB,Gabon,5.89,118.0,4.0,"1,18118769"
2006,GMB,"Gambia, The",,,,"1,124099619"
2006,GEO,Georgia,7.6,22.0,1.0,"9,383276612"
2006,DEU,Germany,7.7,19.0,1.0,"3,7"
2006,GHA,Ghana,6.92,71.0,3.0,"6,4"
2006,GRC,Greece,7.27,46.0,2.0,"5,507518883"
2006,GTM,Guatemala,7.33,44.0,2.0,"5,379733928"
2006,GIN,Guinea,,,,"2,496728569"
2006,GNB,Guinea-Bissau,5.05,135.0,4.0,"-1,981839545"
2006,GUY,Guyana,6.0,113.0,4.0,"5,129609346"
2006,HTI,Haiti,6.71,80.0,3.0,"2,252992255"
2006,HND,Honduras,7.35,42.0,2.0,"6,56699986"
2006,HKG,Hong Kong,9.11,1.0,1.0,"7,032694734"
2006,HUN,Hungary,7.13,55.0,2.0,"3,897161282"
2006,ISL,Iceland,8.08,10.0,1.0,"4,708970782"
2006,IND,India,6.52,87.0,3.0,"9,263964759"
2006,IDN,Indonesia,6.4,93.0,3.0,"5,500951785"
2006,IRN,Iran,6.04,112.0,4.0,"5,893936099"
2006,IRQ,Iraq,,,,"10,15819958"
2006,IRL,Ireland,8.11,9.0,1.0,"5,505178262"
2006,ISR,Israel,7.23,50.0,2.0,"5,594227631"
2006,ITA,Italy,7.25,48.0,2.0,"2,198923804"
2006,JAM,Jamaica,7.5,30.0,1.0,
2006,JPN,Japan,7.85,14.0,1.0,"1,692904245"
2006,JOR,Jordan,7.22,51.0,2.0,"8,120118381"
2006,KAZ,Kazakhstan,6.98,67.0,2.0,"10,7"
2006,KEN,Kenya,7.03,61.0,2.0,"6,330632808"
2006,KOR,"Korea, South",7.67,20.0,1.0,"5,176133982"
2006,KWT,Kuwait,7.19,53.0,2.0,"7,520249075"
2006,KGZ,Kyrgyz Republic,6.9,73.0,3.0,"3,102898735"
2006,LAO,Laos,,,,"8,619266209"
2006,LVA,Latvia,7.76,16.0,1.0,"12,23323158"
2006,LBN,Lebanon,,,,"1,602773165"
2006,LSO,Lesotho,5.98,115.0,4.0,"4,307445964"
2006,LBR,Liberia,,,,"9,779340349"
2006,LBY,Libya,,,,"5,9"
2006,LTU,Lithuania,7.46,33.0,1.0,"7,844828234"
2006,LUX,Luxembourg,7.6,22.0,1.0,"4,935991675"
2006,MKD,Macedonia,6.61,83.0,3.0,"5,030638665"
2006,MDG,Madagascar,5.74,123.0,4.0,"5,022593104"
2006,MWI,Malawi,5.56,127.0,4.0,"2,062005106"
2006,MYS,Malaysia,6.8,77.0,3.0,"5,585031035"
2006,MLI,Mali,6.09,110.0,4.0,"8,578286908"
2006,MLT,Malta,7.37,40.0,2.0,"2,223906402"
2006,MRT,Mauritania,5.9,117.0,4.0,"18,86911125"
2006,MUS,Mauritius,7.37,40.0,2.0,"3,947653025"
2006,MEX,Mexico,6.87,74.0,3.0,"5,001385468"
2006,MDA,Moldova,6.74,79.0,3.0,"4,784654617"
2006,MNG,Mongolia,7.2,52.0,2.0,"8,556234807"
2006,MNE,Montenegro,6.91,72.0,3.0,"8,6"
2006,MAR,Morocco,6.14,107.0,4.0,"7,759852155"
2006,MOZ,Mozambique,5.49,131.0,4.0,"6,321219218"
2006,MMR,Myanmar,4.31,140.0,4.0,
2006,NAM,Namibia,6.63,81.0,3.0,"7,0731753"
2006,NPL,Nepal,6.59,84.0,3.0,"3,364614788"
2006,NLD,Netherlands,7.66,21.0,1.0,"3,394188237"
2006,NZL,New Zealand,8.26,4.0,1.0,"1,872773275"
2006,NIC,Nicaragua,7.25,48.0,2.0,"4,1520692"
2006,NER,Niger,5.32,132.0,4.0,"5,8"
2006,NGA,Nigeria,6.53,86.0,3.0,"8,210964859"
2006,NOR,Norway,7.59,24.0,1.0,"2,298781923"
2006,OMN,Oman,6.96,69.0,2.0,"5,5"
2006,PAK,Pakistan,6.16,104.0,3.0,"6,177542036"
2006,PAN,Panama,7.49,32.0,1.0,"8,52776116"
2006,PNG,Pap. New Guinea,6.39,96.0,3.0,"2,584500515"
2006,PRY,Paraguay,6.41,92.0,3.0,"4,807114697"
2006,PER,Peru,7.41,37.0,2.0,"7,528899044"
2006,PHL,Philippines,7.05,59.0,2.0,"5,24295304"
2006,POL,Poland,6.94,70.0,2.0,"6,227486571"
2006,PRT,Portugal,7.41,37.0,2.0,"1,448293695"
2006,QAT,Qatar,,,,"26,17039954"
2006,ROU,Romania,7.03,61.0,2.0,"8,716268788"
2006,RUS,Russia,6.35,100.0,3.0,"8,153431973"
2006,RWA,Rwanda,6.38,98.0,3.0,"8,551732861"
2006,SAU,Saudi Arabia,,,,"5,576743665"
2006,SEN,Senegal,5.81,121.0,4.0,"2,461570255"
2006,SRB,Serbia,6.39,96.0,3.0,"3,600000001"
2006,SYC,Seychelles,,,,"9,406128362"
2006,SLE,Sierra Leone,5.63,126.0,4.0,"5,65552903"
2006,SGP,Singapore,8.98,2.0,1.0,"8,860196114"
2006,SVK,Slovak Rep,7.59,24.0,1.0,"8,345407605"
2006,SVN,Slovenia,6.98,67.0,2.0,"5,849602632"
2006,ZAF,South Africa,6.99,65.0,2.0,"5,603717693"
2006,ESP,Spain,7.57,28.0,1.0,"4,076221437"
2006,LKA,Sri Lanka,6.62,82.0,3.0,"7,668291899"
2006,SDN,Sudan,,,,"10,06430803"
2006,SUR,Suriname,,,,"3,842137942"
2006,SWZ,Swaziland,,,,"3,302561657"
2006,SWE,Sweden,7.46,33.0,1.0,"4,297178966"
2006,CHE,Switzerland,8.42,3.0,1.0,"3,751556745"
2006,SYR,Syria,5.56,127.0,4.0,5
2006,TJK,Tajikistan,,,,7
2006,TZA,Tanzania,6.4,93.0,3.0,"6,737388165"
2006,THA,Thailand,6.86,75.0,3.0,"5,092898713"
2006,TLS,Timor-Leste,,,,"-3,17616241"
2006,TGO,Togo,5.87,119.0,4.0,"4,052412549"
2006,TTO,Trinidad & Tob.,6.86,75.0,3.0,"13,74362489"
2006,TUN,Tunisia,6.76,78.0,3.0,"5,654575025"
2006,TUR,Turkey,6.44,90.0,3.0,"6,893489354"
2006,UGA,Uganda,7.11,57.0,2.0,"10,78474439"
2006,UKR,Ukraine,5.95,116.0,4.0,"7,3"
2006,ARE,Unit. Arab Em.,7.58,26.0,1.0,"9,837319773"
2006,GBR,United Kingdom,8.2,5.0,1.0,"2,755000787"
2006,USA,United States,8.18,6.0,1.0,"2,666554272"
2006,URY,Uruguay,7.0,64.0,2.0,"4,098577398"
2006,VEN,Venezuela,4.72,137.0,4.0,"9,872149109"
2006,VNM,Vietnam,6.31,101.0,3.0,"6,977954812"
2006,YEM,"Yemen, Rep.",,,,"3,170409371"
2006,ZMB,Zambia,7.05,59.0,2.0,"6,246492414"
2006,ZWE,Zimbabwe,2.96,141.0,4.0,"-3,461495105"
2005,ALB,Albania,6.96,64.0,2.0,"5,5"
2005,DZA,Algeria,5.63,126.0,4.0,"5,9"
2005,AGO,Angola,3.81,140.0,4.0,"18,26154849"
2005,ARG,Argentina,5.99,109.0,4.0,"9,198489085"
2005,ARM,Armenia,7.31,44.0,2.0,"13,86571125"
2005,AUS,Australia,8.07,10.0,1.0,"3,217877057"
2005,AUT,Austria,7.85,14.0,1.0,"2,400672359"
2005,AZE,Azerbaijan,6.01,107.0,4.0,"26,4"
2005,BHS,Bahamas,7.38,37.0,2.0,"3,39529267"
2005,BHR,Bahrain,6.89,68.0,2.0,"6,768939129"
2005,BGD,Bangladesh,6.02,106.0,3.0,"5,955478473"
2005,BLR,Belarus,,,,"9,440903631"
2005,BEL,Belgium,7.41,35.0,1.0,"1,751108202"
2005,BLZ,Belize,7.37,40.0,2.0,"2,971324708"
2005,BEN,Benin,6.0,108.0,4.0,"2,865236818"
2005,BTN,Bhutan,,,,"7,122559851"
2005,BOL,Bolivia,6.34,91.0,3.0,"4,4214331"
2005,BIH,Bosnia and Herzegovina,6.18,101.0,3.0,5
2005,BWA,Botswana,7.09,55.0,2.0,"4,556645672"
2005,BRA,Brazil,6.18,101.0,3.0,"3,156352388"
2005,BRN,Brunei Darussalam,,,,"0,38750691"
2005,BGR,Bulgaria,6.95,65.0,2.0,"6,4"
2005,BFA,Burkina Faso,5.85,115.0,4.0,"8,661873228"
2005,BDI,Burundi,5.06,132.0,4.0,"0,9"
2005,KHM,Cambodia,,,,"13,25008556"
2005,CMR,Cameroon,5.65,125.0,4.0,"2,296654441"
2005,CAN,Canada,8.12,9.0,1.0,"3,163129626"
